"SalesOrderID","SalesOrderDetailID","OrderQty","ProductID","UnitPrice","LineTotal"
59377,71249,1,870,"4.9900",4.990000
68390,99678,1,870,"4.9900",4.990000
74200,119224,1,870,"4.9900",4.990000
61742,78301,1,870,"4.9900",4.990000
73403,117220,1,870,"4.9900",4.990000
74216,119267,1,870,"4.9900",4.990000
55413,56404,1,870,"4.9900",4.990000
60031,72888,1,870,"4.9900",4.990000
60942,75160,1,870,"4.9900",4.990000
68359,99600,1,870,"4.9900",4.990000
70336,106966,1,870,"4.9900",4.990000
52238,43786,1,870,"4.9900",4.990000
56079,58072,1,870,"4.9900",4.990000
59938,72652,1,870,"4.9900",4.990000
64819,87608,1,870,"4.9900",4.990000
65474,90956,1,870,"4.9900",4.990000
55109,54100,1,870,"4.9900",4.990000
61723,78267,1,870,"4.9900",4.990000
64199,86053,1,870,"4.9900",4.990000
65388,90740,1,870,"4.9900",4.990000
70189,106606,1,870,"4.9900",4.990000
51664,39093,1,870,"4.9900",4.990000
52185,43648,1,870,"4.9900",4.990000
58266,65881,1,870,"4.9900",4.990000
66550,93566,1,870,"4.9900",4.990000
73671,117891,1,870,"4.9900",4.990000
62785,80863,1,870,"4.9900",4.990000
52055,43349,1,870,"4.9900",4.990000
54623,52941,1,870,"4.9900",4.990000
55888,57596,1,870,"4.9900",4.990000
64214,86088,1,870,"4.9900",4.990000
68043,98832,1,870,"4.9900",4.990000
57226,63343,1,870,"4.9900",4.990000
57411,63780,1,870,"4.9900",4.990000
57712,64511,1,870,"4.9900",4.990000
73909,118491,1,870,"4.9900",4.990000
60946,75171,1,870,"4.9900",4.990000
64328,86371,1,870,"4.9900",4.990000
67363,97127,1,870,"4.9900",4.990000
69227,101794,1,870,"4.9900",4.990000
74394,119654,1,870,"4.9900",4.990000
74453,119795,1,870,"4.9900",4.990000
53256,46239,1,870,"4.9900",4.990000
55705,57135,1,870,"4.9900",4.990000
57628,64313,1,870,"4.9900",4.990000
66145,92600,1,870,"4.9900",4.990000
52799,45168,1,870,"4.9900",4.990000
62002,78955,1,870,"4.9900",4.990000
66796,94178,1,870,"4.9900",4.990000
69193,101700,1,870,"4.9900",4.990000
70190,106607,1,870,"4.9900",4.990000
74950,120906,1,870,"4.9900",4.990000
62387,79885,1,870,"4.9900",4.990000
55894,57609,1,870,"4.9900",4.990000
57398,63749,1,870,"4.9900",4.990000
62896,81139,1,870,"4.9900",4.990000
52518,44488,1,870,"4.9900",4.990000
54512,52658,1,870,"4.9900",4.990000
61988,78927,1,870,"4.9900",4.990000
66341,93072,1,870,"4.9900",4.990000
72608,115219,1,870,"4.9900",4.990000
73169,116651,1,870,"4.9900",4.990000
73483,117409,1,870,"4.9900",4.990000
73527,117525,1,870,"4.9900",4.990000
60752,74681,1,870,"4.9900",4.990000
55128,54145,1,870,"4.9900",4.990000
55992,57858,1,870,"4.9900",4.990000
59822,72361,1,870,"4.9900",4.990000
64270,86235,1,870,"4.9900",4.990000
64723,87391,1,870,"4.9900",4.990000
72753,115615,1,870,"4.9900",4.990000
74231,119295,1,870,"4.9900",4.990000
54446,52502,1,870,"4.9900",4.990000
55595,56852,1,870,"4.9900",4.990000
59526,71636,1,870,"4.9900",4.990000
63813,85093,1,870,"4.9900",4.990000
64097,85817,1,870,"4.9900",4.990000
64269,86234,1,870,"4.9900",4.990000
65520,91069,1,870,"4.9900",4.990000
69965,106038,1,870,"4.9900",4.990000
54559,52780,1,870,"4.9900",4.990000
65518,91062,1,870,"4.9900",4.990000
67940,98560,1,870,"4.9900",4.990000
54282,52090,1,870,"4.9900",4.990000
69187,101688,1,870,"4.9900",4.990000
54468,52546,1,870,"4.9900",4.990000
60277,73485,1,870,"4.9900",4.990000
60299,73548,1,870,"4.9900",4.990000
66173,92669,1,870,"4.9900",4.990000
72698,115467,1,870,"4.9900",4.990000
52984,45596,1,870,"4.9900",4.990000
53054,45763,1,870,"4.9900",4.990000
55854,57503,1,870,"4.9900",4.990000
64782,87528,1,870,"4.9900",4.990000
67224,95215,1,870,"4.9900",4.990000
71376,109601,1,870,"4.9900",4.990000
53839,51018,1,870,"4.9900",4.990000
57348,63628,1,870,"4.9900",4.990000
65943,92087,1,870,"4.9900",4.990000
58261,65870,1,870,"4.9900",4.990000
67008,94698,1,870,"4.9900",4.990000
74953,120912,1,870,"4.9900",4.990000
51523,38719,1,870,"4.9900",4.990000
70049,106250,1,870,"4.9900",4.990000
54275,52079,1,870,"4.9900",4.990000
64212,86080,1,870,"4.9900",4.990000
64637,87156,1,870,"4.9900",4.990000
64873,87747,1,870,"4.9900",4.990000
66969,94597,1,870,"4.9900",4.990000
69851,105742,1,870,"4.9900",4.990000
71304,109406,1,870,"4.9900",4.990000
72987,116212,1,870,"4.9900",4.990000
75103,121266,1,870,"4.9900",4.990000
56582,59330,1,870,"4.9900",4.990000
61454,77577,1,870,"4.9900",4.990000
62982,81362,1,870,"4.9900",4.990000
64722,87389,1,870,"4.9900",4.990000
68761,100642,1,870,"4.9900",4.990000
71117,108946,1,870,"4.9900",4.990000
54842,53473,1,870,"4.9900",4.990000
65521,91071,1,870,"4.9900",4.990000
70896,108384,1,870,"4.9900",4.990000
52778,45119,1,870,"4.9900",4.990000
55993,57860,1,870,"4.9900",4.990000
61640,78062,1,870,"4.9900",4.990000
67397,97214,1,870,"4.9900",4.990000
71644,110241,1,870,"4.9900",4.990000
74047,118841,1,870,"4.9900",4.990000
74079,118919,1,870,"4.9900",4.990000
51645,39041,1,870,"4.9900",4.990000
53393,46600,1,870,"4.9900",4.990000
57396,63745,1,870,"4.9900",4.990000
61744,78307,1,870,"4.9900",4.990000
61936,78791,1,870,"4.9900",4.990000
62003,78960,1,870,"4.9900",4.990000
63648,84688,1,870,"4.9900",4.990000
65002,88057,1,870,"4.9900",4.990000
70274,106801,1,870,"4.9900",4.990000
54786,53336,1,870,"4.9900",4.990000
68702,100499,1,870,"4.9900",4.990000
68248,99322,1,870,"4.9900",4.990000
74291,119435,1,870,"4.9900",4.990000
52400,44200,1,870,"4.9900",4.990000
55942,57737,1,870,"4.9900",4.990000
56362,58777,1,870,"4.9900",4.990000
56816,59916,1,870,"4.9900",4.990000
58794,67172,1,870,"4.9900",4.990000
62963,81316,1,870,"4.9900",4.990000
66110,92517,1,870,"4.9900",4.990000
70624,107694,1,870,"4.9900",4.990000
71303,109405,1,870,"4.9900",4.990000
71438,109746,1,870,"4.9900",4.990000
73088,116448,1,870,"4.9900",4.990000
74781,120533,1,870,"4.9900",4.990000
52634,44767,1,870,"4.9900",4.990000
58442,66320,1,870,"4.9900",4.990000
59622,71872,1,870,"4.9900",4.990000
54558,52779,1,870,"4.9900",4.990000
65042,88156,1,870,"4.9900",4.990000
65738,91594,1,870,"4.9900",4.990000
66593,93677,1,870,"4.9900",4.990000
66718,93983,1,870,"4.9900",4.990000
72460,114846,1,870,"4.9900",4.990000
72811,115765,1,870,"4.9900",4.990000
73286,116919,1,870,"4.9900",4.990000
73447,117329,1,870,"4.9900",4.990000
53942,51260,1,870,"4.9900",4.990000
54736,53215,1,870,"4.9900",4.990000
58171,65626,1,870,"4.9900",4.990000
66340,93070,1,870,"4.9900",4.990000
68701,100497,1,870,"4.9900",4.990000
70440,107235,1,870,"4.9900",4.990000
74322,119502,1,870,"4.9900",4.990000
51569,38847,1,870,"4.9900",4.990000
60033,72895,1,870,"4.9900",4.990000
66312,93000,1,870,"4.9900",4.990000
72372,114598,1,870,"4.9900",4.990000
72984,116206,1,870,"4.9900",4.990000
51431,38459,1,870,"4.9900",4.990000
65763,91658,1,870,"4.9900",4.990000
71643,110239,1,870,"4.9900",4.990000
62194,79396,1,870,"4.9900",4.990000
62711,80695,1,870,"4.9900",4.990000
62781,80855,1,870,"4.9900",4.990000
57653,64370,1,870,"4.9900",4.990000
64417,86591,1,870,"4.9900",4.990000
70268,106789,1,870,"4.9900",4.990000
74166,119150,1,870,"4.9900",4.990000
51488,38620,1,870,"4.9900",4.990000
67378,97162,1,870,"4.9900",4.990000
